step,S,plaq_Z,plaq_U,Pol_re,Pol_im,accU,accZ
2590,,2.0,0.017296687642685285,2495549409.879704,-2.272616120535531e-05,0.345703125,0.048828125
2600,,2.0,0.01709273772990063,3605209632.367853,-5.835430935974273e-05,0.326171875,0.056640625
2610,,2.0,0.01706227747841354,3526664488.7941008,-5.013310394730297e-05,0.328125,0.044921875
2620,,2.0,0.017577521554489068,4006730286.278667,-6.730136675514586e-05,0.345703125,0.0458984375
2630,,2.0,0.017601939947780663,3326869485.0629992,-4.620661081844446e-05,0.3359375,0.064453125
2640,,2.0,0.01792843557205124,3073557143.2905135,-2.6563220899333828e-05,0.337890625,0.052734375
2650,,2.0,0.017654026053821683,2812629787.6673026,-3.360312518907449e-06,0.3515625,0.056640625
2660,,2.0,0.017852607141457505,2436715302.0873723,2.782959398928142e-06,0.3515625,0.048828125
2670,,2.0,0.017809691945911317,2947719818.1134763,-1.4756345194655296e-06,0.314453125,0.0498046875
2680,,2.0,0.01741970842918883,3204412429.4083614,3.1302707128588736e-06,0.34765625,0.04296875
2690,,2.0,0.016944789738763146,2902428311.7154393,2.3429956680587338e-05,0.3515625,0.0498046875
2700,,2.0,0.016966086089426697,2352850308.4284077,3.572733343304435e-05,0.33984375,0.052734375
2710,,2.0,0.017316334576488897,2208372132.8739624,4.5718427884366974e-05,0.318359375,0.048828125
2720,,2.0,0.017126067156100166,2193301002.269952,2.5635692935566112e-05,0.32421875,0.0498046875
2730,,2.0,0.01768402965594894,2288642470.8744574,2.934042703373052e-05,0.353515625,0.04296875
2740,,2.0,0.01746053603837533,2386031042.7186246,4.797407103751539e-05,0.376953125,0.0546875
2750,,2.0,0.017249127279355427,2096485608.6170375,4.6452776018668374e-05,0.369140625,0.0517578125
2760,,2.0,0.01735232236427093,2375604886.298905,7.895914575328788e-05,0.310546875,0.0546875
2770,,2.0,0.017481375775380746,2675824251.2109566,7.968145797576653e-05,0.345703125,0.0693359375
2780,,2.0,0.01735536356253966,2819707229.492456,8.889366930020515e-05,0.353515625,0.064453125
2790,,2.0,0.01676061797619419,2540690124.493542,4.9790497143931134e-05,0.294921875,0.048828125
2800,,2.0,0.016901260436590786,2547769500.8136153,5.330504839662353e-05,0.33203125,0.056640625
2810,,2.0,0.017229185274928505,2610815304.235626,2.857174416703856e-05,0.345703125,0.044921875
2820,,2.0,0.01739306926483647,2282393945.2008667,5.822469097438443e-05,0.33203125,0.060546875
2830,,2.0,0.017502927916361162,2462043855.720784,9.398898328072391e-05,0.326171875,0.0517578125
2840,,2.0,0.017299190683252624,2092860238.9571238,8.574946940598238e-05,0.330078125,0.060546875
2850,,2.0,0.017874077966747195,2418278835.8462687,0.00011078554103960414,0.3515625,0.0712890625
2860,,2.0,0.017841956808620326,2493022717.5763564,0.0001226855015943329,0.3515625,0.064453125
2870,,2.0,0.017159656057491323,2513957639.2015996,0.00010892695959796583,0.361328125,0.05078125
2880,,2.0,0.0164455435114263,2929164151.092418,0.00011707213795375537,0.326171875,0.0439453125
2890,,2.0,0.01621912220728649,3626659155.695436,0.00016269631561272035,0.333984375,0.048828125
